"year" "measurement_type" "value"
"4298" NA "europe_temp_index" NA
"4299" NA "n_tree" NA
"4300" NA "europe_temp_index" NA
"4301" NA "n_tree" NA
"4302" NA "europe_temp_index" NA
"4303" NA "n_tree" NA
"4304" NA "europe_temp_index" NA
"4305" NA "n_tree" NA
"4306" NA "europe_temp_index" NA
"4307" NA "n_tree" NA
"4308" NA "europe_temp_index" NA
"4309" NA "n_tree" NA
"4310" NA "europe_temp_index" NA
"4311" NA "n_tree" NA
"4312" NA "europe_temp_index" NA
"4313" NA "n_tree" NA
"4314" NA "europe_temp_index" NA
"4315" NA "n_tree" NA
"4316" NA "europe_temp_index" NA
"4317" NA "n_tree" NA
"4318" NA "europe_temp_index" NA
"4319" NA "n_tree" NA
"4320" NA "europe_temp_index" NA
"4321" NA "n_tree" NA
"4322" NA "europe_temp_index" NA
"4323" NA "n_tree" NA
"4324" NA "europe_temp_index" NA
"4325" NA "n_tree" NA
"4326" NA "europe_temp_index" NA
"4327" NA "n_tree" NA
"4328" NA "europe_temp_index" NA
"4329" NA "n_tree" NA
"4330" NA "europe_temp_index" NA
"4331" NA "n_tree" NA
"4332" NA "europe_temp_index" NA
"4333" NA "n_tree" NA
"4334" NA "europe_temp_index" NA
"4335" NA "n_tree" NA
"4336" NA "europe_temp_index" NA
"4337" NA "n_tree" NA
"4338" NA "europe_temp_index" NA
"4339" NA "n_tree" NA
"4340" NA "europe_temp_index" NA
"4341" NA "n_tree" NA
"4342" NA "europe_temp_index" NA
"4343" NA "n_tree" NA
"4344" NA "europe_temp_index" NA
"4345" NA "n_tree" NA
"4346" NA "europe_temp_index" NA
"4347" NA "n_tree" NA
"4348" NA "europe_temp_index" NA
"4349" NA "n_tree" NA
"4350" NA "europe_temp_index" NA
"4351" NA "n_tree" NA
"4352" NA "europe_temp_index" NA
"4353" NA "n_tree" NA
"4354" NA "europe_temp_index" NA
"4355" NA "n_tree" NA
"4356" NA "europe_temp_index" NA
"4357" NA "n_tree" NA
"4358" NA "europe_temp_index" NA
"4359" NA "n_tree" NA
"4360" NA "europe_temp_index" NA
"4361" NA "n_tree" NA
"4362" NA "europe_temp_index" NA
"4363" NA "n_tree" NA
"4364" NA "europe_temp_index" NA
"4365" NA "n_tree" NA
"4366" NA "europe_temp_index" NA
"4367" NA "n_tree" NA
"4368" NA "europe_temp_index" NA
"4369" NA "n_tree" NA
"4370" NA "europe_temp_index" NA
"4371" NA "n_tree" NA
"4372" NA "europe_temp_index" NA
"4373" NA "n_tree" NA
"4374" NA "europe_temp_index" NA
"4375" NA "n_tree" NA
"4376" NA "europe_temp_index" NA
"4377" NA "n_tree" NA
"4378" NA "europe_temp_index" NA
"4379" NA "n_tree" NA
"4380" NA "europe_temp_index" NA
"4381" NA "n_tree" NA
"4382" NA "europe_temp_index" NA
"4383" NA "n_tree" NA
"4384" NA "europe_temp_index" NA
"4385" NA "n_tree" NA
"4386" NA "europe_temp_index" NA
"4387" NA "n_tree" NA
"4388" NA "europe_temp_index" NA
"4389" NA "n_tree" NA
"4390" NA "europe_temp_index" NA
"4391" NA "n_tree" NA
"4392" NA "europe_temp_index" NA
"4393" NA "n_tree" NA
"4394" NA "europe_temp_index" NA
"4395" NA "n_tree" NA
"4396" NA "europe_temp_index" NA
"4397" NA "n_tree" NA
"4398" NA "europe_temp_index" NA
"4399" NA "n_tree" NA
"4400" NA "europe_temp_index" NA
"4401" NA "n_tree" NA
"4402" NA "europe_temp_index" NA
"4403" NA "n_tree" NA
"4404" NA "europe_temp_index" NA
"4405" NA "n_tree" NA
"4406" NA "europe_temp_index" NA
"4407" NA "n_tree" NA
"4408" NA "europe_temp_index" NA
"4409" NA "n_tree" NA
"4410" NA "europe_temp_index" NA
"4411" NA "n_tree" NA
"4412" NA "europe_temp_index" NA
"4413" NA "n_tree" NA
"4414" NA "europe_temp_index" NA
"4415" NA "n_tree" NA
"4416" NA "europe_temp_index" NA
"4417" NA "n_tree" NA
"4418" NA "europe_temp_index" NA
"4419" NA "n_tree" NA
"4420" NA "europe_temp_index" NA
"4421" NA "n_tree" NA
"4422" NA "europe_temp_index" NA
"4423" NA "n_tree" NA
"4424" NA "europe_temp_index" NA
"4425" NA "n_tree" NA
"4426" NA "europe_temp_index" NA
"4427" NA "n_tree" NA
"4428" NA "europe_temp_index" NA
"4429" NA "n_tree" NA
"4430" NA "europe_temp_index" NA
"4431" NA "n_tree" NA
"4432" NA "europe_temp_index" NA
"4433" NA "n_tree" NA
"4434" NA "europe_temp_index" NA
"4435" NA "n_tree" NA
"4436" NA "europe_temp_index" NA
"4437" NA "n_tree" NA
"4438" NA "europe_temp_index" NA
"4439" NA "n_tree" NA
"4440" NA "europe_temp_index" NA
"4441" NA "n_tree" NA
"4442" NA "europe_temp_index" NA
"4443" NA "n_tree" NA
"4444" NA "europe_temp_index" NA
"4445" NA "n_tree" NA
"4446" NA "europe_temp_index" NA
"4447" NA "n_tree" NA
"4448" NA "europe_temp_index" NA
"4449" NA "n_tree" NA
"4450" NA "europe_temp_index" NA
"4451" NA "n_tree" NA
"4452" NA "europe_temp_index" NA
"4453" NA "n_tree" NA
"4454" NA "europe_temp_index" NA
"4455" NA "n_tree" NA
"4456" NA "europe_temp_index" NA
"4457" NA "n_tree" NA
"4458" NA "europe_temp_index" NA
"4459" NA "n_tree" NA
"4460" NA "europe_temp_index" NA
"4461" NA "n_tree" NA
"4462" NA "europe_temp_index" NA
"4463" NA "n_tree" NA
"4464" NA "europe_temp_index" NA
"4465" NA "n_tree" NA
"4466" NA "europe_temp_index" NA
"4467" NA "n_tree" NA
"4468" NA "europe_temp_index" NA
"4469" NA "n_tree" NA
"4470" NA "europe_temp_index" NA
"4471" NA "n_tree" NA
"4472" NA "europe_temp_index" NA
"4473" NA "n_tree" NA
"4474" NA "europe_temp_index" NA
"4475" NA "n_tree" NA
"4476" NA "europe_temp_index" NA
"4477" NA "n_tree" NA
"4478" NA "europe_temp_index" NA
"4479" NA "n_tree" NA
"4480" NA "europe_temp_index" NA
"4481" NA "n_tree" NA
"4482" NA "europe_temp_index" NA
"4483" NA "n_tree" NA
"4484" NA "europe_temp_index" NA
"4485" NA "n_tree" NA
"4486" NA "europe_temp_index" NA
"4487" NA "n_tree" NA
"4488" NA "europe_temp_index" NA
"4489" NA "n_tree" NA
"4490" NA "europe_temp_index" NA
"4491" NA "n_tree" NA
"4492" NA "europe_temp_index" NA
"4493" NA "n_tree" NA
"4494" NA "europe_temp_index" NA
"4495" NA "n_tree" NA
"4496" NA "europe_temp_index" NA
"4497" NA "n_tree" NA
"4498" NA "europe_temp_index" NA
"4499" NA "n_tree" NA
"4500" NA "europe_temp_index" NA
"4501" NA "n_tree" NA
"4502" NA "europe_temp_index" NA
"4503" NA "n_tree" NA
"4504" NA "europe_temp_index" NA
